key,created,agency,agency_name,complaint_type,descriptor,incident_zip,city,latitude,longitude
31186022,2015-07-28 11:48:37 UTC,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,11379,MIDDLE VILLAGE,40.714249141759574,-73.89855404496582
29035992,2014-10-08 15:36:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,11366,Fresh Meadows,40.73174134949128,-73.78033438561333
34934037,2016-12-05 19:39:58 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11379,Middle Village,40.712753728120063,-73.87915348807941
24585861,2012-12-12 15:29:42 UTC,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Statement,11222,BROOKLYN,,
28056970,2014-05-16 17:05:11 UTC,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10002,NEW YORK,40.714771255929861,-73.99371616831003
37592406,2017-11-02 15:25:08 UTC,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,11421,WOODHAVEN,40.689474490303276,-73.844189725746887
19964103,2011-03-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,11236,BROOKLYN,40.641405525386091,-73.904959733982778
30489856,2015-04-27 15:01:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11207,BROOKLYN,40.675735763581891,-73.896853318638051
31925086,2015-11-07 00:37:17 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10458,BRONX,40.869792085571696,-73.891439761545854
23599064,2012-07-11 11:59:19 UTC,DOT,Department of Transportation,Street Condition,Cave-in,10467,BRONX,40.8572907220113,-73.870847526369488
22848390,2012-03-08 17:35:04 UTC,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10465,BRONX,40.816930952201616,-73.818749876101592
25783508,2013-06-20 15:27:52 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,
22850418,2012-03-08 11:48:03 UTC,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Statement,11355,Flushing,,
20928046,2011-07-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,11207,BROOKLYN,40.67238588163233,-73.8924856811225
22551706,2012-01-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,10467,BRONX,40.8682335539516,-73.863443258644864
15823292,2010-01-27 11:46:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11215,BROOKLYN,40.670196288530562,-73.995393013870185
25199107,2013-03-18 09:53:37 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11236,BROOKLYN,40.643651114671528,-73.9123146952098
36139186,2017-05-08 19:15:27 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11693,Far Rockaway,40.586343550021809,-73.815742985781682
37594779,2017-11-02 12:27:41 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11238,BROOKLYN,40.678941808644353,-73.958016126058709
16771842,2010-06-01 10:25:55 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11357,WHITESTONE,40.787832101236553,-73.810707464351168
30650457,2015-05-19 14:33:53 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,
22816582,2012-03-05 00:04:18 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10462,BRONX,40.85372557198265,-73.863877901718
19390738,2010-12-20 15:49:42 UTC,DSNY,Department of Sanitation,Graffiti,Graffiti,10456,BRONX,40.836664485984976,-73.915583825077888
33779643,2016-07-07 22:46:02 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11234,BROOKLYN,40.625565894142696,-73.9090314228492
32068747,2015-11-25 07:20:18 UTC,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11229,BROOKLYN,40.602330495913272,-73.953858126591271
36532373,2017-06-24 20:03:34 UTC,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11203,BROOKLYN,40.640119410596704,-73.944524888387363
26952786,2013-12-21 00:14:00 UTC,DOT,Department of Transportation,Street Condition,Pothole,10019,NEW YORK,40.764278098002457,-73.973015753645413
25928644,2013-07-14 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,10467,BRONX,40.873730949338309,-73.877931642354525
24829787,2013-01-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11207,BROOKLYN,40.663281293701928,-73.886607047995241
26317603,2013-09-15 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,11415,Kew Gardens,40.706647191890283,-73.833437338397431
21480320,2011-09-20 07:00:04 UTC,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,11217,BROOKLYN,40.679680266894323,-73.978248904325127
26220558,2013-08-29 10:25:25 UTC,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Misapplied Payment,11235,BROOKLYN,,
21053593,2011-08-17 11:48:48 UTC,DOT,Department of Transportation,Street Sign - Missing,Street Cleaning - ASP,11102,ASTORIA,40.771988366202031,-73.928666686591583
26832082,2013-12-06 11:41:57 UTC,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,11222,BROOKLYN,40.725561714038349,-73.945106781880227
16488027,2010-04-20 15:29:00 UTC,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),10314,STATEN ISLAND,40.612417760420044,-74.121313185620025
35834292,2017-03-31 19:20:25 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11235,BROOKLYN,40.57810525842077,-73.9547892296164
31870352,2015-10-29 13:54:08 UTC,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,,,,
37619306,2017-11-06 18:41:00 UTC,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,11364,Oakland Gardens,40.749437346287131,-73.761288345425783
28251459,2014-06-13 23:12:50 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,BRONX,40.865193436175176,-73.902289892621042
34614476,2016-10-24 10:18:51 UTC,DOB,Department of Buildings,Elevator,Elevator Not Inspected/Illegal/No Permit,11209,BROOKLYN,40.615450299192389,-74.030662839402439
24698954,2013-01-01 15:17:01 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10016,NEW YORK,40.742853513449994,-73.97720699762472
27956316,2014-05-01 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,10455,BRONX,40.8111965828086,-73.908810216767691
28655514,2014-08-10 12:55:00 UTC,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),11370,East Elmhurst,40.76286320276818,-73.885737199469546
28906705,2014-09-18 09:36:23 UTC,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,,,,
35320264,2017-01-23 13:15:58 UTC,DOF,Department of Finance,DOF Literature Request,DHE Renewal Application,,,,
19034900,2010-11-02 13:24:00 UTC,DSNY,Queens West 06,Missed Collection (All Materials),1 Missed Collection,11375,FOREST HILLS,40.714964544465275,-73.832034969844116
16926794,2010-06-23 09:32:41 UTC,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Address Incorrect,11211,BROOKLYN,,
35317504,2017-01-23 16:52:41 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11210,BROOKLYN,40.635579541155849,-73.950560036107731
27185450,2014-01-18 09:35:00 UTC,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2 Bulk-Missed Collection,11236,BROOKLYN,40.644404382723891,-73.906854480137952
37235180,2017-09-20 12:52:00 UTC,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,11367,Flushing,40.728663497064687,-73.822771150965409
25168021,2013-03-13 01:12:50 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10024,NEW YORK,40.789051426466457,-73.970300867221
24924088,2013-02-02 01:53:00 UTC,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),10011,NEW YORK,40.739880451522133,-73.998711725987761
19209147,2010-11-27 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11236,BROOKLYN,40.635889140735166,-73.9024454978509
35003446,2016-12-13 13:15:00 UTC,DSNY,Queens East 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11420,South Ozone Park,40.670268398631272,-73.8209508601674
29533993,2014-12-18 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11377,Woodside,40.744999091724253,-73.892967575125326
31686155,2015-10-05 10:36:46 UTC,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10034,NEW YORK,40.867918580034107,-73.923675544681132
23361649,2012-06-05 12:31:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),10032,NEW YORK,40.84251540041776,-73.935606182837361
19058576,2010-11-05 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10472,BRONX,40.829387650550537,-73.86110195946128
28457644,2014-07-11 08:51:16 UTC,DOT,Department of Transportation,Street Condition,Failed Street Repair,11375,FOREST HILLS,40.709629320289757,-73.842158776367484
38129292,2018-01-05 18:15:41 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10002,NEW YORK,40.718909800760741,-73.987078023621478
30901607,2015-06-21 02:46:03 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11413,SPRINGFIELD GARDENS,40.658162636879915,-73.7560716958128
20109035,2011-03-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,10463,BRONX,40.877652872259148,-73.903793956460717
27842151,2014-04-14 11:19:50 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11210,BROOKLYN,40.615429173620974,-73.9486011281606
36257302,2017-05-23 09:10:20 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10302,STATEN ISLAND,40.628576931922986,-74.144561293498541
22361007,2011-12-19 10:29:21 UTC,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,11235,BROOKLYN,,
34027398,2016-08-07 12:26:28 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11374,Rego Park,40.7277631954219,-73.854050956406127
35985520,2017-04-19 11:30:50 UTC,DOT,Department of Transportation,Street Condition,Cave-in,10301,STATEN ISLAND,40.639657543751682,-74.097779806176234
34746837,2016-11-10 13:16:50 UTC,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,11356,College Point,40.781671137737959,-73.830743715041635
29061332,2014-10-13 00:00:00 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11216,BROOKLYN,40.68709039781762,-73.949584347720261
27251023,2014-01-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11216,BROOKLYN,40.687038437500107,-73.95002068294643
35505953,2017-02-16 14:03:14 UTC,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11365,FRESH MEADOWS,40.7429556110876,-73.791704790199418
32767329,2016-02-24 12:21:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11691,Far Rockaway,40.601956202500411,-73.745405110393648
29488023,2014-12-13 00:23:01 UTC,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11249,BROOKLYN,40.717628408462872,-73.963442547651
20189427,2011-04-07 10:39:50 UTC,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,11433,JAMAICA,,
23720201,2012-07-31 12:58:23 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11373,ELMHURST,40.734301219095379,-73.882895920181923
22952673,2012-03-26 18:44:00 UTC,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,10306,STATEN ISLAND,40.5673731904173,-74.130960278754841
19646511,2011-01-21 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,10016,NEW YORK,40.744441229010796,-73.984781446953363
29463464,2014-12-09 11:19:30 UTC,DOT,Department of Transportation,Street Condition,Cave-in,11213,BROOKLYN,40.678149103919523,-73.940549087267229
27257030,2014-01-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11216,BROOKLYN,40.673126430483833,-73.952987207753
20073863,2011-03-21 15:37:05 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11362,LITTLE NECK,40.768438354807,-73.72863120418917
26420254,2013-10-02 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11434,Jamaica,40.689578510781296,-73.783011841353584
16355988,2010-04-01 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,11377,WOODSIDE,40.749178103295407,-73.897638276385337
28190974,2014-06-04 16:21:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,10304,STATEN ISLAND,40.630892033698331,-74.082015874479424
34158323,2016-08-23 16:25:26 UTC,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,11224,BROOKLYN,40.577587122022379,-73.997372115224962
25362262,2013-04-15 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,10029,NEW YORK,40.7975772052051,-73.948706089538518
34022526,2016-08-06 22:37:39 UTC,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,11208,BROOKLYN,40.686061070997674,-73.8767752257509
29907866,2015-02-09 20:38:39 UTC,DOT,Department of Transportation,Street Condition,Pothole,11235,BROOKLYN,40.582062258470707,-73.959448659470709
32137352,2015-12-04 12:23:36 UTC,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11225,BROOKLYN,40.667635722033154,-73.957053577592447
35184946,2017-01-07 00:13:06 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11225,BROOKLYN,40.657580657057729,-73.954609222507941
36302160,2017-05-29 01:20:09 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11220,BROOKLYN,40.644169910139084,-74.010295012014282
33966961,2016-07-30 09:06:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),10302,STATEN ISLAND,40.632733760839947,-74.132147769898921
37777413,2017-11-25 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11216,BROOKLYN,40.678235155165353,-73.9547285597109
28480422,2014-07-15 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,11225,BROOKLYN,40.661533390724685,-73.962968677583646
31237576,2015-08-04 08:55:32 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11213,BROOKLYN,40.675017436723529,-73.946381328513453
25591062,2013-05-21 18:01:51 UTC,DOT,Department of Transportation,Street Condition,Pothole,,,,
24829626,2013-01-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11225,BROOKLYN,40.664069694048131,-73.9431100244629
22343749,2011-12-16 12:07:29 UTC,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11201,BROOKLYN,40.700289817212173,-73.99261034769556
20561673,2011-06-03 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10307,STATEN ISLAND,40.509497834051452,-74.245367415502585
15929396,2010-02-03 15:21:07 UTC,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11436,JAMAICA,40.673617096467154,-73.793165082183421
17535577,2010-06-28 21:20:38 UTC,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10065,NEW YORK,40.765413130450654,-73.96797574174623
19675313,2011-01-25 14:49:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,
24576849,2012-12-11 09:44:18 UTC,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,11355,FLUSHING,,
34798227,2016-11-17 07:51:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),11103,Astoria,40.760890917504781,-73.908590309816418
27724327,2014-03-25 08:21:24 UTC,DOT,Department of Transportation,Street Condition,Pothole,10306,STATEN ISLAND,40.56685836377153,-74.11442063513978
32224074,2015-12-17 10:55:32 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11233,BROOKLYN,40.682379275325033,-73.918861837665048
36383961,2017-06-07 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11216,BROOKLYN,40.68884332051762,-73.953773019033861
26054143,2013-08-02 10:27:36 UTC,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,11206,BROOKLYN,,
33747595,2016-07-03 23:06:57 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11365,FRESH MEADOWS,40.739702992827809,-73.807430457547738
28290148,2014-06-18 08:39:07 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,BROOKLYN,40.689143850240939,-73.9250556961475
18928021,2010-10-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,10453,BRONX,40.849297346123841,-73.9105688723977
33945768,2016-07-27 22:12:22 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10452,BRONX,40.841590097520687,-73.917800264376751
29576520,2014-12-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10456,BRONX,40.832588336700724,-73.904693869875359
